     0.00000   -19.49295     1.00000
     1.46937   -14.26768     0.99997
     1.46937   -13.21189     1.00000
     0.00000    -7.59400     1.00000
     1.46937    -6.40119     0.99997
     0.00000    -3.03073     1.00000
     0.00000    -3.03067     1.00000
     1.46937    -2.35382     0.99996
     1.46937     1.68135     0.99999
     0.00000     3.21916     1.00000
     0.00000     4.36355     1.00000
     0.00000     5.19090     1.00000
     1.46937     7.33954     1.00000
     0.00000     8.32406     1.00000
     0.00000     8.32414     1.00000
     0.00000     8.33339     1.00000
     0.00000     9.57588     1.00000
     1.46937    11.07823     0.89990
     1.46937    11.07823     0.10010
     1.46937    11.22499     0.74638
     1.46937    11.22499     0.25352
     0.00000    11.41148     1.00000
     0.02999   -19.49050     1.00000
     0.02999    -7.59164     1.00000
     0.02999    -3.04076     1.00000
     0.02999    -3.03615     1.00000
     0.02999     3.22250     1.00000
     0.02999     4.36672     1.00000
     0.02999     5.19425     1.00000
     0.02999     8.32579     1.00000
     0.02999     8.33381     1.00000
     0.02999     8.33630     1.00000
     0.02999     9.57934     1.00000
     0.02999    11.40430     1.00000
     0.05997   -19.48313     1.00000
     0.05997    -7.58278     1.00000
     0.05997    -3.07141     1.00000
     0.05997    -3.05201     1.00000
     0.05997     3.23252     1.00000
     0.05997     4.37678     1.00000
     0.05997     5.20431     1.00000
     0.05997     8.32994     1.00000
     0.05997     8.34613     1.00000
     0.05997     8.36620     1.00000
     0.05997     9.58970     1.00000
     0.05997    11.38123     1.00000
     0.08996   -19.47084     1.00000
     0.08996    -7.56814     1.00000
     0.08996    -3.12239     1.00000
     0.08996    -3.07880     1.00000
     0.08996     3.24922     1.00000
     0.08996     4.39349     1.00000
     0.08996     5.22109     1.00000
     0.08996     8.33760     1.00000
     0.08996     8.36243     1.00000
     0.08996     8.42027     1.00000
     0.08996     9.60697     1.00000
     0.08996    11.33796     1.00000
     0.11995   -19.45365     1.00000
     0.11995    -7.54764     1.00000
     0.11995    -3.19300     1.00000
     0.11995    -3.11580     1.00000
     0.11995     3.27260     1.00000
     0.11995     4.41689     1.00000
     0.11995     5.24457     1.00000
     0.11995     8.34580     1.00000
     0.11995     8.38525     1.00000
     0.11995     8.49484     1.00000
     0.11995     9.63106     1.00000
     0.11995    11.27778     1.00000
     0.14994   -19.43154     1.00000
     0.14994    -7.52134     1.00000
     0.14994    -3.28354     1.00000
     0.14994    -3.16258     1.00000
     0.14994     3.30265     1.00000
     0.14994     4.44695     1.00000
     0.14994     5.27477     1.00000
     0.14994     8.35474     1.00000
     0.14994     8.41455     1.00000
     0.14994     8.58985     1.00000
     0.14994     9.66196     1.00000
     0.14994    11.19855     1.00000
     0.17992   -19.40453     1.00000
     0.17992    -7.48922     1.00000
     0.17992    -3.39176     1.00000
     0.17992    -3.21911     1.00000
     0.17992     3.33938     1.00000
     0.17992     4.48369     1.00000
     0.17992     5.31167     1.00000
     0.17992     8.36176     1.00000
