    0.000000  -12.88672964
    1.152772  -12.88672964
    1.152772   31.16971679
    1.152772  -12.88672964
    1.560339  -12.88672964
    1.560339   31.16971679
    1.560339  -12.88672964
    2.783038  -12.88672964
    2.783038   31.16971679
    2.783038  -12.88672964
    3.781369  -12.88672964
    3.781369   31.16971679
    3.781369  -12.88672964
    4.596502  -12.88672964
    4.596502   31.16971679
    4.596502  -12.88672964
    5.172888  -12.88672964
    5.172888   31.16971679
    0.000000   31.16971679
    0.000000  -12.88672964
    0.000000    0.00000000
    5.172888    0.00000000
